Date,Channel,Campaign_Name,Device_Type,Geography,Traffic_Source,User_Type,Sessions,Unique_Visitors,Page_Views,Bounce_Rate,Average_Session_Duration,Conversion_Rate,Conversions,Cost,Revenue,ROI,Exit_Rate
24-01-2024,Paid Ads,Welcome_Series,Desktop,Germany,Instagram,Returning Visitor,496,365,797,0.44,4.36,0.04,21,967.19,2307.18,1.39,0.31
24-01-2024,Social Media,Black_Friday,Desktop,Japan,LinkedIn,New Visitor,160,102,447,0.46,2.07,0.02,3,160.03,234.72,0.47,0.39
24-01-2024,Email Campaigns,Summer_Sale,Tablet,Germany,Direct,New Visitor,152,110,368,0.16,6.23,0.04,6,117.19,559.3,3.77,0.11
24-01-2024,Direct,None,Mobile,Australia,Direct,Returning Visitor,73,44,226,0.26,2.07,0.08,5,7.92,644.76,80.45,0.2
24-01-2024,Direct,None,Tablet,Japan,Google,New Visitor,140,127,264,0.39,3.29,0.05,6,14.34,601.72,40.97,0.32
24-01-2024,Email Campaigns,Summer_Sale,Mobile,Brazil,LinkedIn,New Visitor,177,139,637,0.21,3.36,0.05,9,120.15,992.08,7.26,0.15
24-01-2024,Direct,Holiday_Special,Desktop,France,Bing,Returning Visitor,69,43,158,0.35,4.07,0.07,4,6.12,577.69,93.34,0.29
24-01-2024,Organic Search,Black_Friday,Tablet,Canada,Google,Returning Visitor,712,441,2184,0.43,2.99,0.02,14,168.19,1090.93,5.49,0.32
24-01-2024,Paid Ads,Holiday_Special,Desktop,Japan,Direct,Returning Visitor,165,115,743,0.51,1.01,0.02,3,481.15,327.53,-0.32,0.45
25-01-2024,Email Campaigns,Remarketing,Desktop,Japan,Instagram,Returning Visitor,100,85,381,0.28,2.3,0.04,4,40.53,303.16,6.48,0.22
25-01-2024,Email Campaigns,Spring_Collection,Desktop,Brazil,LinkedIn,Returning Visitor,173,138,526,0.29,1.96,0.06,11,119.18,917.24,6.7,0.22
25-01-2024,Direct,Black_Friday,Tablet,Australia,Google,New Visitor,91,80,451,0.28,3.64,0.08,6,6.11,669.72,108.53,0.25
25-01-2024,Organic Search,Black_Friday,Tablet,Germany,Email Newsletter,New Visitor,626,528,1060,0.21,3.79,0.02,14,97.03,1245.6,11.84,0.15
25-01-2024,Social Media,None,Tablet,Brazil,Twitter,New Visitor,91,68,333,0.48,1.44,0.04,3,87.65,208.86,1.38,0.38
25-01-2024,Referral,Summer_Sale,Mobile,France,Twitter,Returning Visitor,30,20,140,0.38,2.96,0.03,0,13.22,0,-1,0.32
25-01-2024,Email Campaigns,Remarketing,Tablet,Australia,LinkedIn,New Visitor,104,96,498,0.2,3,0.04,4,63.36,288.39,3.55,0.16
25-01-2024,Social Media,Spring_Collection,Mobile,France,Facebook,New Visitor,240,203,996,0.46,2.54,0.03,6,235.65,541.29,1.3,0.4
25-01-2024,Referral,Summer_Sale,Tablet,Germany,Google,Returning Visitor,52,44,93,0.28,3.15,0.03,1,23.65,107.34,3.54,0.22
25-01-2024,Direct,None,Desktop,Canada,Email Newsletter,New Visitor,126,81,420,0.37,1.46,0.06,7,17.27,661.89,37.33,0.29
25-01-2024,Email Campaigns,Remarketing,Mobile,Brazil,LinkedIn,New Visitor,150,124,328,0.3,3.83,0.05,7,87.38,768.63,7.8,0.26
25-01-2024,Social Media,Remarketing,Mobile,Canada,Google,New Visitor,246,184,729,0.51,2.01,0.02,5,329.35,475.82,0.45,0.38
25-01-2024,Social Media,Welcome_Series,Desktop,France,Google,Returning Visitor,178,150,700,0.65,1.78,0.02,4,207.02,374.05,0.81,0.58
25-01-2024,Organic Search,None,Mobile,UK,Email Newsletter,Returning Visitor,303,217,1043,0.43,2.09,0.02,6,40.8,612.4,14.01,0.33
25-01-2024,Referral,None,Desktop,Canada,Email Newsletter,New Visitor,33,27,141,0.34,4.32,0.03,0,14.71,0,-1,0.28
25-01-2024,Paid Ads,Summer_Sale,Desktop,Brazil,Instagram,Returning Visitor,467,419,993,0.44,2.69,0.04,20,1104.24,1919.75,0.74,0.34
25-01-2024,Email Campaigns,None,Mobile,Australia,Google,Returning Visitor,132,121,306,0.36,2.73,0.04,5,46.83,368.13,6.86,0.3
25-01-2024,Social Media,None,Tablet,UK,Instagram,Returning Visitor,211,132,626,0.5,2.11,0.02,4,192.84,294.18,0.53,0.39
25-01-2024,Referral,Welcome_Series,Desktop,Canada,Google,New Visitor,80,67,324,0.38,2.95,0.02,1,31.61,115.38,2.65,0.32
25-01-2024,Email Campaigns,Black_Friday,Mobile,UK,Direct,New Visitor,70,56,349,0.39,3.63,0.05,3,27.2,330.92,11.17,0.28
25-01-2024,Social Media,Summer_Sale,Mobile,USA,Bing,New Visitor,90,77,239,0.51,2.99,0.02,1,127.56,82.92,-0.35,0.41
25-01-2024,Paid Ads,Spring_Collection,Mobile,Germany,LinkedIn,New Visitor,413,325,660,0.52,1.45,0.04,15,772.98,1975.4,1.56,0.43
26-01-2024,Paid Ads,Summer_Sale,Desktop,France,LinkedIn,Returning Visitor,380,298,1093,0.32,2.23,0.05,18,1040.29,2377.4,1.29,0.23
26-01-2024,Direct,Holiday_Special,Tablet,Brazil,Instagram,Returning Visitor,79,53,106,0.32,4.56,0.07,5,10.96,610.43,54.69,0.23
26-01-2024,Referral,Black_Friday,Tablet,UK,Facebook,New Visitor,91,84,292,0.35,5.01,0.04,3,39.59,327.15,7.26,0.29
26-01-2024,Email Campaigns,None,Tablet,Japan,Direct,New Visitor,56,46,75,0.2,3.72,0.04,2,22.41,167.28,6.46,0.17
26-01-2024,Email Campaigns,Black_Friday,Mobile,USA,Twitter,Returning Visitor,175,156,322,0.18,2.23,0.04,6,62.03,684.82,10.04,0.13
26-01-2024,Paid Ads,None,Tablet,Germany,LinkedIn,New Visitor,324,272,705,0.36,4.38,0.02,6,522.81,664.07,0.27,0.29
26-01-2024,Email Campaigns,None,Tablet,UK,Instagram,Returning Visitor,163,115,710,0.15,5.26,0.05,8,80.82,1018.3,11.6,0.11
26-01-2024,Email Campaigns,Welcome_Series,Mobile,UK,Google,Returning Visitor,124,90,515,0.37,1.88,0.05,6,67.45,526.89,6.81,0.29
26-01-2024,Direct,Black_Friday,Tablet,Germany,Instagram,New Visitor,65,46,134,0.22,6.03,0.06,3,8.74,358.18,39.97,0.17
26-01-2024,Referral,Spring_Collection,Mobile,USA,Instagram,Returning Visitor,84,58,274,0.52,2.02,0.05,3,24.31,298.04,11.26,0.42
26-01-2024,Direct,Holiday_Special,Tablet,Japan,Facebook,New Visitor,127,107,487,0.27,2.37,0.07,8,11.19,1236.24,109.5,0.2
26-01-2024,Social Media,Spring_Collection,Mobile,USA,Direct,Returning Visitor,96,70,224,0.6,2.42,0.03,3,128.02,176.1,0.38,0.42
26-01-2024,Direct,None,Mobile,UK,Direct,New Visitor,146,134,440,0.26,4.64,0.07,9,12.24,1333.85,108,0.22
26-01-2024,Referral,Holiday_Special,Tablet,Australia,Google,New Visitor,94,69,324,0.27,5.11,0.04,3,18.96,340.01,16.93,0.2
26-01-2024,Social Media,Summer_Sale,Mobile,France,Google,Returning Visitor,86,65,215,0.55,1.96,0.02,1,121.15,56.36,-0.54,0.48
26-01-2024,Referral,Remarketing,Tablet,Australia,LinkedIn,New Visitor,46,33,47,0.35,2.04,0.05,2,18.47,243.82,12.2,0.28
26-01-2024,Email Campaigns,Holiday_Special,Mobile,Canada,Facebook,New Visitor,66,45,324,0.2,2.05,0.05,3,23.11,238.27,9.31,0.15
26-01-2024,Organic Search,None,Desktop,Germany,LinkedIn,New Visitor,589,545,2452,0.22,2.3,0.02,9,173.49,605.23,2.49,0.16
26-01-2024,Email Campaigns,None,Tablet,UK,Bing,New Visitor,58,40,146,0.22,5.8,0.07,3,25.95,354.02,12.64,0.18
26-01-2024,Referral,Summer_Sale,Mobile,Brazil,Bing,Returning Visitor,64,59,272,0.44,1.78,0.05,3,19.83,336.97,16,0.33
26-01-2024,Direct,Welcome_Series,Mobile,Japan,Bing,New Visitor,138,115,665,0.35,5,0.07,10,11.52,926.48,79.42,0.26
27-01-2024,Direct,Spring_Collection,Desktop,Australia,Direct,Returning Visitor,110,100,166,0.36,3.24,0.07,7,7.85,1063.26,134.45,0.26
27-01-2024,Organic Search,Summer_Sale,Mobile,Brazil,Instagram,Returning Visitor,636,469,1474,0.47,2.22,0.01,9,91.88,952.18,9.36,0.39
27-01-2024,Paid Ads,None,Desktop,Germany,Direct,Returning Visitor,287,199,542,0.57,3.29,0.04,10,775.98,1007.6,0.3,0.44
27-01-2024,Paid Ads,Summer_Sale,Tablet,Australia,LinkedIn,Returning Visitor,490,330,1539,0.56,3.49,0.03,12,1398.16,1173.19,-0.16,0.41
27-01-2024,Organic Search,Holiday_Special,Desktop,USA,Twitter,Returning Visitor,417,259,1230,0.37,4.9,0.03,10,103.71,1056.49,9.19,0.32
27-01-2024,Organic Search,Remarketing,Tablet,UK,Facebook,New Visitor,349,314,906,0.36,2.04,0.03,8,103.43,643.44,5.22,0.29
27-01-2024,Organic Search,Spring_Collection,Tablet,USA,Email Newsletter,New Visitor,306,252,1009,0.39,1.24,0.03,8,73.15,864.76,10.82,0.35
27-01-2024,Social Media,Spring_Collection,Tablet,Germany,Google,Returning Visitor,245,151,296,0.44,1.13,0.01,2,198.87,123.2,-0.38,0.36
27-01-2024,Organic Search,Summer_Sale,Mobile,Canada,Email Newsletter,New Visitor,535,487,1249,0.24,1.53,0.01,6,132.05,514.34,2.9,0.21
27-01-2024,Paid Ads,Spring_Collection,Mobile,Japan,Instagram,New Visitor,269,213,1343,0.52,2.41,0.04,10,756.26,1030.99,0.36,0.46
27-01-2024,Social Media,Black_Friday,Desktop,Canada,LinkedIn,Returning Visitor,124,82,237,0.51,1.1,0.02,2,180.35,174.87,-0.03,0.39
27-01-2024,Paid Ads,Welcome_Series,Mobile,Brazil,Instagram,New Visitor,254,168,1029,0.55,2.65,0.05,11,493.82,938.17,0.9,0.48
27-01-2024,Organic Search,Remarketing,Tablet,Brazil,Facebook,Returning Visitor,215,183,539,0.32,3.48,0.02,3,55.79,354.81,5.36,0.25
27-01-2024,Referral,Welcome_Series,Desktop,USA,Instagram,Returning Visitor,70,58,255,0.31,3.29,0.04,2,21.3,148.19,5.96,0.24
27-01-2024,Organic Search,Black_Friday,Desktop,Canada,Email Newsletter,New Visitor,736,605,3064,0.49,3.04,0.01,9,188.57,897.25,3.76,0.4
27-01-2024,Social Media,Remarketing,Tablet,France,Direct,New Visitor,227,189,965,0.49,1.56,0.02,4,321.54,277.46,-0.14,0.41
27-01-2024,Social Media,Spring_Collection,Tablet,Japan,Email Newsletter,Returning Visitor,217,138,840,0.5,3.19,0.02,3,277.38,299.64,0.08,0.44
27-01-2024,Referral,Black_Friday,Desktop,Australia,Bing,New Visitor,74,57,191,0.38,3.62,0.04,3,16.19,220.42,12.61,0.33
27-01-2024,Referral,Remarketing,Desktop,Australia,Twitter,New Visitor,72,43,169,0.55,1.92,0.04,2,24.4,226.16,8.27,0.45
27-01-2024,Direct,Summer_Sale,Tablet,USA,Twitter,Returning Visitor,42,35,187,0.3,2.82,0.05,1,5.04,142.9,27.36,0.27
27-01-2024,Referral,Remarketing,Tablet,UK,Direct,Returning Visitor,79,56,242,0.32,4.28,0.04,3,16.2,211.46,12.05,0.22
28-01-2024,Referral,Black_Friday,Tablet,Canada,Twitter,Returning Visitor,30,27,81,0.32,2.2,0.04,1,11.55,110.48,8.57,0.26
28-01-2024,Direct,Remarketing,Mobile,Brazil,Bing,Returning Visitor,53,32,67,0.3,3.02,0.08,4,4.89,409.06,82.74,0.25
28-01-2024,Social Media,Holiday_Special,Desktop,UK,Direct,New Visitor,228,159,416,0.46,3.71,0.01,2,259.56,143.12,-0.45,0.39
28-01-2024,Referral,Summer_Sale,Tablet,Germany,LinkedIn,Returning Visitor,38,24,147,0.43,1.29,0.04,1,10.33,110.44,9.69,0.38
28-01-2024,Organic Search,Remarketing,Tablet,Japan,Twitter,New Visitor,478,363,1281,0.47,2.92,0.02,10,79.87,935.16,10.71,0.39
28-01-2024,Social Media,Summer_Sale,Desktop,Brazil,Twitter,New Visitor,172,153,840,0.61,0.91,0.03,5,216.32,330.6,0.53,0.43
28-01-2024,Social Media,Holiday_Special,Desktop,France,Facebook,Returning Visitor,133,95,392,0.58,1.77,0.03,4,127.37,297.19,1.33,0.46
28-01-2024,Paid Ads,Summer_Sale,Tablet,France,Direct,New Visitor,375,333,1106,0.49,3.4,0.05,17,891.63,2193.46,1.46,0.4
28-01-2024,Email Campaigns,Summer_Sale,Desktop,Germany,Direct,Returning Visitor,74,63,214,0.17,1.67,0.07,5,46.14,463.64,9.05,0.12
28-01-2024,Email Campaigns,Black_Friday,Tablet,Brazil,Google,New Visitor,170,137,697,0.17,4.88,0.03,5,55.75,644.22,10.56,0.13
28-01-2024,Organic Search,Remarketing,Mobile,Brazil,Facebook,Returning Visitor,485,409,1107,0.36,1.99,0.03,13,89.71,945.13,9.54,0.27
28-01-2024,Social Media,Summer_Sale,Mobile,Canada,LinkedIn,Returning Visitor,167,104,213,0.43,2.07,0.02,2,249.6,135.28,-0.46,0.32
28-01-2024,Paid Ads,Spring_Collection,Desktop,USA,Google,New Visitor,208,164,912,0.38,2.91,0.02,4,419.68,482.21,0.15,0.34
28-01-2024,Direct,Spring_Collection,Desktop,Japan,Google,Returning Visitor,111,76,551,0.32,3.46,0.08,8,7.94,965.12,120.53,0.22
28-01-2024,Referral,Remarketing,Tablet,France,Instagram,New Visitor,46,27,194,0.32,3.19,0.02,1,12.22,65.89,4.39,0.24
28-01-2024,Direct,Black_Friday,Mobile,Australia,Direct,Returning Visitor,134,115,376,0.26,2.7,0.05,6,17.43,789.56,44.29,0.19
28-01-2024,Direct,Welcome_Series,Desktop,Canada,Facebook,New Visitor,134,89,420,0.25,6.01,0.06,7,11.71,743.49,62.48,0.18
28-01-2024,Referral,Black_Friday,Tablet,Canada,LinkedIn,New Visitor,73,43,170,0.52,1.26,0.04,3,23.87,242.34,9.15,0.44
28-01-2024,Email Campaigns,Black_Friday,Mobile,France,Google,New Visitor,175,146,711,0.21,2.55,0.04,7,121.62,662.46,4.45,0.18
28-01-2024,Email Campaigns,Welcome_Series,Desktop,UK,Google,Returning Visitor,102,65,310,0.38,4.28,0.05,5,46.2,536.87,10.62,0.32
28-01-2024,Social Media,Holiday_Special,Tablet,Japan,Twitter,New Visitor,199,143,975,0.57,1.49,0.02,4,226.69,207.93,-0.08,0.41
28-01-2024,Referral,Summer_Sale,Tablet,USA,Bing,Returning Visitor,51,45,72,0.27,4.61,0.04,2,13.69,139.68,9.2,0.21
28-01-2024,Email Campaigns,Black_Friday,Desktop,Canada,Twitter,New Visitor,142,110,602,0.25,5.65,0.04,5,113.38,609.93,4.38,0.21
28-01-2024,Referral,Summer_Sale,Mobile,Canada,Twitter,Returning Visitor,83,71,274,0.31,3.7,0.03,2,30.4,158.19,4.2,0.25
28-01-2024,Referral,Summer_Sale,Mobile,USA,Instagram,Returning Visitor,37,25,94,0.52,2.37,0.04,1,11.39,75.67,5.64,0.46
28-01-2024,Direct,None,Mobile,USA,Email Newsletter,New Visitor,87,60,398,0.25,3.15,0.07,6,7.56,848.25,111.27,0.2
28-01-2024,Paid Ads,Welcome_Series,Desktop,Germany,Twitter,New Visitor,495,442,2280,0.57,1.56,0.02,10,1300.83,1190.65,-0.09,0.49
28-01-2024,Paid Ads,Black_Friday,Desktop,USA,LinkedIn,Returning Visitor,370,269,1435,0.6,2.11,0.04,14,663.52,1464.59,1.21,0.51
28-01-2024,Referral,Remarketing,Mobile,Brazil,Direct,New Visitor,51,40,100,0.5,2.1,0.05,2,15.25,244,15,0.43
28-01-2024,Social Media,Black_Friday,Mobile,Australia,Email Newsletter,Returning Visitor,193,118,664,0.56,1.11,0.03,6,261.33,547.94,1.1,0.43
28-01-2024,Social Media,Welcome_Series,Tablet,Japan,Facebook,New Visitor,283,184,908,0.49,2.22,0.03,9,259.79,588.28,1.26,0.39
29-01-2024,Paid Ads,None,Tablet,Canada,Bing,New Visitor,449,425,898,0.41,1.76,0.02,11,1298.61,1378.61,0.06,0.32
29-01-2024,Referral,Holiday_Special,Desktop,France,LinkedIn,New Visitor,54,37,267,0.46,3.69,0.05,2,22.13,134.56,5.08,0.33
29-01-2024,Organic Search,Holiday_Special,Mobile,Brazil,Twitter,Returning Visitor,233,208,375,0.32,3.3,0.01,3,66.24,327.19,3.94,0.27
29-01-2024,Referral,Black_Friday,Desktop,USA,Facebook,New Visitor,51,43,195,0.39,1.5,0.04,2,24.95,221.98,7.9,0.35
29-01-2024,Organic Search,None,Mobile,UK,Bing,New Visitor,541,450,2394,0.46,2.08,0.02,10,96.78,677.34,6,0.38
29-01-2024,Paid Ads,Holiday_Special,Desktop,Japan,Instagram,Returning Visitor,339,302,1322,0.5,1.75,0.04,15,576.81,1398.42,1.42,0.4
29-01-2024,Organic Search,Black_Friday,Desktop,Japan,Email Newsletter,New Visitor,587,378,2082,0.46,3.41,0.01,7,171.71,555.23,2.23,0.32
29-01-2024,Referral,Welcome_Series,Tablet,Germany,Bing,New Visitor,46,37,192,0.48,1.66,0.04,1,11.75,116.19,8.89,0.35
29-01-2024,Social Media,Spring_Collection,Mobile,USA,Facebook,New Visitor,122,90,201,0.49,2.81,0.01,1,103.5,74.43,-0.28,0.35
29-01-2024,Referral,Black_Friday,Mobile,Brazil,Instagram,New Visitor,36,28,136,0.47,1.95,0.03,0,15.1,0,-1,0.37
29-01-2024,Social Media,Holiday_Special,Mobile,Japan,Direct,New Visitor,174,121,447,0.68,1.83,0.03,5,207.16,409.57,0.98,0.58
29-01-2024,Organic Search,Summer_Sale,Tablet,USA,Facebook,Returning Visitor,798,669,1911,0.34,3.88,0.02,14,83.42,1552.29,17.61,0.24
29-01-2024,Paid Ads,Holiday_Special,Tablet,Australia,Google,Returning Visitor,385,284,652,0.32,3.25,0.02,9,711.08,769.76,0.08,0.24
29-01-2024,Organic Search,Holiday_Special,Desktop,USA,LinkedIn,Returning Visitor,472,362,1097,0.42,4.37,0.03,12,72.24,843.14,10.67,0.32
29-01-2024,Email Campaigns,Holiday_Special,Desktop,USA,Google,Returning Visitor,185,141,708,0.3,3.82,0.07,12,111.21,1357.22,11.2,0.23
29-01-2024,Email Campaigns,Spring_Collection,Tablet,Australia,Google,Returning Visitor,107,99,410,0.29,5.22,0.06,6,64.08,732.53,10.43,0.21
29-01-2024,Paid Ads,Holiday_Special,Desktop,USA,Bing,New Visitor,291,258,1100,0.45,2.67,0.03,7,449.98,825.04,0.83,0.35
29-01-2024,Social Media,Welcome_Series,Desktop,USA,Google,New Visitor,159,143,595,0.54,3.56,0.01,2,227.91,120.22,-0.47,0.42
29-01-2024,Organic Search,None,Mobile,France,Twitter,Returning Visitor,267,210,685,0.3,5.53,0.03,7,30.67,756.12,23.65,0.25
29-01-2024,Email Campaigns,Remarketing,Desktop,USA,LinkedIn,Returning Visitor,199,171,274,0.36,1.42,0.04,8,70.39,1030.9,13.65,0.31
29-01-2024,Referral,Black_Friday,Tablet,UK,Google,Returning Visitor,44,33,210,0.31,4.46,0.02,1,16.52,79.46,3.81,0.26
29-01-2024,Social Media,Summer_Sale,Desktop,France,Direct,Returning Visitor,196,122,336,0.69,1.18,0.01,2,259.37,119.34,-0.54,0.53
29-01-2024,Direct,None,Mobile,USA,Direct,Returning Visitor,89,57,332,0.25,5.47,0.05,4,12.93,472.29,35.53,0.18
29-01-2024,Paid Ads,Holiday_Special,Desktop,Germany,Facebook,Returning Visitor,440,332,1428,0.34,4.82,0.03,13,906.85,1742.55,0.92,0.3
29-01-2024,Direct,Holiday_Special,Mobile,UK,LinkedIn,New Visitor,60,50,131,0.27,2.18,0.08,4,5.53,418.25,74.63,0.23
29-01-2024,Paid Ads,Welcome_Series,Mobile,Brazil,Facebook,New Visitor,280,187,1300,0.49,2.5,0.02,6,447.9,612.79,0.37,0.4
29-01-2024,Paid Ads,None,Desktop,Australia,LinkedIn,Returning Visitor,403,321,1995,0.47,2.25,0.05,19,1124.33,2462.49,1.19,0.4
29-01-2024,Referral,None,Tablet,USA,Twitter,Returning Visitor,94,81,156,0.35,4.42,0.03,3,33.89,372.11,9.98,0.31
29-01-2024,Email Campaigns,Remarketing,Mobile,France,Bing,New Visitor,102,73,494,0.18,2.29,0.07,6,34.3,734.86,20.43,0.14
29-01-2024,Referral,None,Desktop,Japan,Google,Returning Visitor,48,36,201,0.35,1.49,0.05,2,23.18,245.93,9.61,0.31
29-01-2024,Direct,Black_Friday,Tablet,Brazil,Bing,Returning Visitor,74,55,126,0.25,3.02,0.04,3,8.67,430.48,48.66,0.21
29-01-2024,Direct,Spring_Collection,Desktop,UK,Twitter,New Visitor,86,79,187,0.25,3.09,0.05,4,11.81,525.43,43.5,0.21
29-01-2024,Paid Ads,Remarketing,Tablet,Japan,Direct,Returning Visitor,255,163,479,0.57,2.24,0.04,9,610.1,913.22,0.5,0.43
30-01-2024,Email Campaigns,Summer_Sale,Tablet,Brazil,Instagram,New Visitor,121,84,263,0.2,3.52,0.07,7,62.71,861.46,12.74,0.17
30-01-2024,Paid Ads,Summer_Sale,Tablet,USA,Bing,Returning Visitor,267,198,297,0.6,1.32,0.02,6,579.73,527.93,-0.09,0.5
30-01-2024,Direct,Holiday_Special,Mobile,Germany,LinkedIn,New Visitor,99,73,418,0.4,2.03,0.07,6,14.56,820.89,55.37,0.29
30-01-2024,Direct,Black_Friday,Tablet,Canada,Instagram,Returning Visitor,70,62,255,0.36,3.29,0.05,3,4.57,358.79,77.59,0.32
30-01-2024,Organic Search,Summer_Sale,Mobile,Australia,Bing,Returning Visitor,473,361,741,0.46,3.64,0.02,10,116.87,844.47,6.23,0.39
30-01-2024,Referral,Remarketing,Desktop,Japan,LinkedIn,New Visitor,67,50,250,0.35,4.39,0.03,2,15.91,218.34,12.72,0.25
30-01-2024,Referral,Black_Friday,Desktop,Australia,Instagram,Returning Visitor,39,33,182,0.48,4,0.02,0,12.43,0,-1,0.37
30-01-2024,Referral,Spring_Collection,Mobile,UK,Google,New Visitor,32,22,113,0.47,4.15,0.02,0,10.73,0,-1,0.4
30-01-2024,Organic Search,Spring_Collection,Desktop,Brazil,Google,New Visitor,257,220,1254,0.38,3.87,0.02,5,44.82,499.25,10.14,0.28
30-01-2024,Paid Ads,Welcome_Series,Tablet,Japan,Instagram,Returning Visitor,344,224,1077,0.6,2.17,0.04,14,767.82,1707.39,1.22,0.5
30-01-2024,Email Campaigns,Remarketing,Mobile,Brazil,LinkedIn,New Visitor,119,81,195,0.31,4.16,0.04,4,68.52,300.04,3.38,0.24
30-01-2024,Paid Ads,Spring_Collection,Mobile,UK,Bing,Returning Visitor,340,274,1398,0.57,1.09,0.03,8,731.68,717.14,-0.02,0.44
30-01-2024,Paid Ads,Black_Friday,Mobile,Canada,Facebook,New Visitor,283,257,462,0.46,3.68,0.04,10,688.17,1220.45,0.77,0.4
30-01-2024,Paid Ads,None,Mobile,Brazil,Instagram,Returning Visitor,450,418,1027,0.47,1.68,0.03,12,750.29,1024.85,0.37,0.36
30-01-2024,Email Campaigns,Holiday_Special,Tablet,Germany,Twitter,New Visitor,90,82,196,0.33,2.58,0.06,5,65.07,421.47,5.48,0.28
30-01-2024,Paid Ads,Remarketing,Desktop,Japan,Facebook,New Visitor,134,93,404,0.43,2.74,0.04,5,233.34,733.02,2.14,0.38
30-01-2024,Organic Search,Summer_Sale,Tablet,Japan,Instagram,New Visitor,315,208,912,0.2,6.01,0.02,5,77.06,343.36,3.46,0.15
30-01-2024,Direct,None,Desktop,France,Bing,Returning Visitor,72,62,315,0.39,2.43,0.04,2,5.49,245.12,43.66,0.33
30-01-2024,Email Campaigns,Welcome_Series,Desktop,UK,Direct,New Visitor,70,45,296,0.16,5.37,0.07,4,36.04,507.32,13.08,0.12
30-01-2024,Organic Search,Welcome_Series,Tablet,Australia,Google,Returning Visitor,351,276,1707,0.31,3.96,0.02,7,93.58,429.92,3.59,0.24
30-01-2024,Paid Ads,Black_Friday,Desktop,USA,Facebook,New Visitor,251,228,1048,0.57,1.75,0.05,11,735.29,985.35,0.34,0.4
30-01-2024,Referral,None,Mobile,UK,Google,Returning Visitor,49,40,226,0.52,2.04,0.04,1,19.55,94.66,3.84,0.37
30-01-2024,Paid Ads,Holiday_Special,Mobile,Germany,Bing,Returning Visitor,109,71,216,0.51,3.51,0.03,3,317.63,354.39,0.12,0.45
30-01-2024,Social Media,Welcome_Series,Mobile,USA,Instagram,Returning Visitor,214,177,308,0.7,0.75,0.02,5,182.15,336.68,0.85,0.51
30-01-2024,Organic Search,Spring_Collection,Desktop,Brazil,Bing,New Visitor,348,248,1613,0.44,3.48,0.02,8,39.13,681.8,16.43,0.33
30-01-2024,Paid Ads,Summer_Sale,Tablet,USA,Google,New Visitor,456,374,1406,0.44,4.45,0.03,13,1112.11,1079.17,-0.03,0.36
30-01-2024,Organic Search,Welcome_Series,Mobile,Japan,Facebook,New Visitor,661,422,2566,0.34,3.53,0.02,13,146.42,814.43,4.56,0.24
30-01-2024,Email Campaigns,Remarketing,Mobile,UK,LinkedIn,Returning Visitor,170,119,845,0.37,4.56,0.06,10,97.77,1257.71,11.86,0.28
30-01-2024,Paid Ads,None,Mobile,Australia,Direct,Returning Visitor,278,251,1090,0.39,4.51,0.03,7,758.54,790.84,0.04,0.29
30-01-2024,Paid Ads,None,Tablet,Germany,Direct,Returning Visitor,492,308,1784,0.36,1.3,0.02,11,1288.48,1266.77,-0.02,0.32
30-01-2024,Organic Search,Black_Friday,Mobile,Brazil,Instagram,New Visitor,417,364,832,0.48,3.6,0.02,9,50.84,955.56,17.8,0.41
31-01-2024,Email Campaigns,Remarketing,Mobile,UK,Facebook,Returning Visitor,181,146,258,0.15,2.56,0.07,12,92.89,986.41,9.62,0.13
31-01-2024,Direct,Spring_Collection,Desktop,Germany,Twitter,New Visitor,135,87,314,0.23,2.08,0.05,6,14.37,558.73,37.87,0.19
31-01-2024,Organic Search,Summer_Sale,Desktop,Japan,LinkedIn,New Visitor,570,343,2219,0.47,3.89,0.03,15,106.48,922.53,7.66,0.35
31-01-2024,Direct,Holiday_Special,Mobile,France,LinkedIn,New Visitor,117,107,493,0.23,5.78,0.05,5,10.19,637.95,61.58,0.17
31-01-2024,Referral,Black_Friday,Mobile,Japan,Bing,Returning Visitor,38,22,45,0.35,5.03,0.05,1,8.79,77.88,7.86,0.29
31-01-2024,Social Media,Welcome_Series,Desktop,France,Instagram,Returning Visitor,184,156,396,0.7,1.63,0.03,5,161.68,363.83,1.25,0.5
31-01-2024,Referral,Remarketing,Desktop,Brazil,Google,Returning Visitor,71,65,236,0.38,2.21,0.03,2,23.56,195.29,7.29,0.29
31-01-2024,Direct,Remarketing,Desktop,France,Direct,New Visitor,46,37,190,0.3,1.56,0.07,3,6.11,419.4,67.62,0.22
31-01-2024,Paid Ads,Black_Friday,Tablet,UK,Instagram,Returning Visitor,486,419,2155,0.44,1.69,0.04,18,914.72,1704.95,0.86,0.34
